EmployeeID,SSN_Synthetic,FirstName,LastName,FullName,Street,City,State,ZipCode,DateOfBirth,DateOfEntryService,Email,Rank,DutyStatus,BasePay,Bonus,IsAnomaly,AnomalyType
EMP11998,248-34-3388,Deborah,Mitchell,Deborah Mitchell,518 Thomas Knoll Apt. 942,South Jillian,IA,96895,1970-02-07,1976-08-09,jameswright@example.net,SPC,Active,2242.48,0.0,0,Normal
EMP11999,228-97-9449,Brian,Mora,Brian Mora,080 Watson Island Suite 947,Port Sabrina,KY,52651,1993-09-02,1999-04-13,brianlloyd@example.com,PV2,TDY,1955.0,0.0,0,Normal
EMP12000,883-34-3067,Gregory,Dalton,Gregory Dalton,1875 Alexander Fords,Carpentermouth,MN,80819,2006-03-29,2016-03-22,joel79@example.com,SSG,TDY,3112.22,0.0,0,Normal
EMP12001,154-61-0160,Jeff,Barnes,Jeff Barnes,6472 Tiffany Spur Apt. 143,Chaseborough,FL,97303,1994-05-06,2001-03-02,roberttaylor@example.net,PV2,Active,2030.18,0.0,0,Normal
EMP12002,574-72-4223,Emily,Tucker,Emily Tucker,906 Hannah Circle Apt. 471,Garnerview,MN,47727,2004-08-16,2011-06-12,andrew15@example.net,SFC,Leave,3469.47,0.0,0,Normal
EMP12003,082-21-5630,Marie,Ryan,Marie Ryan,5877 Patrick Heights Suite 225,Welchshire,MO,09852,1982-12-25,1986-01-17,lawrencedelgado@example.net,SSG,Active,3166.04,0.0,0,Normal
EMP12004,485-71-0882,Jennifer,Barron,Jennifer Barron,987 Jackson Walk Apt. 234,East Garrettville,CT,08862,1987-08-24,1997-05-06,wisealexandria@example.org,PFC,Active,2166.35,57.53,0,Normal
EMP12005,279-71-7289,Christopher,Pena,Christopher Pena,3347 David Villages Apt. 005,Michellemouth,VI,71356,1976-07-07,1982-09-10,tarawolfe@example.org,MSG,Active,4034.59,0.0,0,Normal
EMP12006,481-69-0137,Madison,Elliott,Madison Elliott,7831 Parker Loop Suite 240,New Lisaberg,MI,38087,2000-07-05,2010-01-08,earroyo@example.com,SSG,Leave,3249.44,0.0,0,Normal
EMP12007,433-81-3925,Rebecca,Harper,Rebecca Harper,536 Foster Estates,Claytonbury,KS,10883,1970-01-23,1972-08-20,justin84@example.com,1SG,Active,4140.66,0.0,0,Normal
EMP12008,449-94-0135,Catherine,Roberts,Catherine Roberts,749 Lopez Brook Apt. 080,North Julian,DC,94243,1982-03-27,1985-12-19,christophersmith@example.org,SFC,Active,3475.06,0.0,0,Normal
EMP12009,125-99-4079,Richard,Jimenez,Richard Jimenez,0512 Joseph Lock Apt. 872,Port John,MS,02154,1992-09-16,1997-10-31,cwise@example.org,SSG,TDY,3289.82,0.0,0,Normal
EMP12010,054-86-3569,Nicolas,Davis,Nicolas Davis,6452 Julie Plaza,West Timothyport,ID,47742,1971-09-21,1981-04-15,youngryan@example.org,PV1,Active,1985.82,0.0,0,Normal
EMP12011,778-81-0984,Lauren,Foster,Lauren Foster,09792 Townsend Gateway,South Christopher,RI,44858,1980-10-30,1983-02-25,kellyeric@example.net,CPL,Active,2352.48,0.0,0,Normal
EMP12012,332-94-7675,David,Holden,David Holden,3065 John Canyon Suite 784,Lopezburgh,ND,46070,1976-10-01,1978-10-26,mikayla98@example.org,PFC,Active,2131.47,145.56,0,Normal
EMP12013,158-79-4639,Joanna,Weiss,Joanna Weiss,0862 Christine Lakes Apt. 518,Leefort,WI,72782,1974-02-16,1977-02-25,robert51@example.org,SSG,Active,3067.93,0.0,0,Normal
EMP12014,605-33-0805,Amanda,Pace,Amanda Pace,31731 Ashley Villages,Barretthaven,RI,92423,2005-01-17,2010-07-16,jeffrey10@example.org,WO1,Active,3538.49,0.0,0,Normal
EMP12015,104-93-3785,Sandra,Mcdonald,Sandra Mcdonald,8650 Rice Street,Port Kevinborough,NC,13230,2002-11-18,2006-08-23,hlopez@example.net,SGT,Leave,2608.84,0.0,0,Normal
EMP12016,454-46-5164,Theresa,Hansen,Theresa Hansen,195 Park Meadow Apt. 228,Wagnerburgh,ND,79133,1986-05-16,1995-03-06,megan66@example.net,CW2,Active,3886.23,0.0,0,Normal
EMP12017,023-99-4522,Kristine,Lewis,Kristine Lewis,7760 Tonya Ranch Apt. 824,West Traceyborough,PR,41776,1991-06-15,1998-04-09,clintonstevens@example.org,CPL,Active,2335.7,0.0,0,Normal
EMP12018,391-11-0917,Steve,Wright,Steve Wright,1969 Jessica Stream Suite 727,New Dawnton,VA,76035,1978-11-11,1981-05-15,michael66@example.org,SSG,Active,2921.91,0.0,0,Normal
EMP12019,228-56-4748,Sarah,Mcfarland,Sarah Mcfarland,48058 Mark Square Apt. 206,Mullinsshire,NY,12308,1984-11-14,1988-05-29,vhernandez@example.org,CPL,Leave,2224.0,0.0,0,Normal
EMP12020,754-68-4035,Amber,Ross,Amber Ross,8622 Hansen Oval,Pearsonborough,OH,81240,2001-10-28,2005-10-16,charlesfrank@example.com,SSG,Active,3181.47,0.0,0,Normal
EMP12021,205-88-6125,Jason,Diaz,Jason Diaz,5904 Vanessa Ridges,Hansonmouth,AZ,31104,1975-07-16,1978-05-06,katherinefarrell@example.org,PV2,Active,1903.75,0.0,0,Normal
EMP12022,685-03-6171,Marc,Hernandez,Marc Hernandez,51477 Martin Streets Apt. 388,Anaberg,UT,92088,1973-02-25,1981-08-10,scottbrian@example.org,WO1,Leave,3556.06,0.0,0,Normal
EMP12023,204-65-7504,Matthew,Smith,Matthew Smith,451 Kelly Run Suite 368,West Toddside,CO,24935,1987-11-26,1990-02-18,williamssandra@example.com,PFC,Active,2092.02,0.0,0,Normal
EMP12024,673-18-1439,Patrick,Smith DDS,Patrick Smith DDS,438 Cain Road Suite 608,Jeremiahmouth,MH,51992,1992-02-21,1995-02-15,rmeyer@example.net,SPC,Active,2187.14,0.0,0,Normal
EMP12025,672-73-2590,Kenneth,Simmons,Kenneth Simmons,578 Jamie Dam Apt. 248,South Wendy,WI,19526,1984-12-01,1991-05-10,carlos81@example.org,CSM,Active,4732.94,0.0,0,Normal
EMP12026,237-88-0428,Brianna,Johnson,Brianna Johnson,6474 Kimberly Coves Apt. 209,Catherinebury,PA,30933,1991-01-20,1998-10-10,christopher72@example.net,SPC,Active,2169.88,0.0,0,Normal
EMP12027,502-89-5324,Jacqueline,Christian,Jacqueline Christian,2233 Ricky Bridge Suite 633,North Gregory,NV,81380,2001-05-05,2005-12-27,bclay@example.com,PFC,Active,2039.45,0.0,0,Normal
EMP12028,529-98-0808,Samantha,Cortez,Samantha Cortez,998 Abigail Mission Suite 038,Terrellton,OH,51278,1972-04-15,1976-04-09,kellysanders@example.com,CW3,TDY,4581.87,0.0,0,Normal
EMP12029,424-42-7388,Jay,Austin,Jay Austin,827 Davis Parkway,East Kimberlyside,DC,52021,1988-11-24,1998-02-08,whitebrittany@example.net,CW2,Leave,3926.46,0.0,0,Normal
EMP12030,388-71-6236,Ann,Nguyen,Ann Nguyen,111 Walters Corner,Acostahaven,RI,21459,1983-03-09,1990-02-21,taterhonda@example.net,WO1,Active,3536.57,0.0,0,Normal
EMP12031,470-64-8170,Charles,Hammond,Charles Hammond,4474 David Curve,North Cindy,KS,02101,1979-08-28,1985-02-18,franklintrevor@example.org,CW3,Active,4328.45,0.0,0,Normal
EMP12032,859-78-4890,Jeremy,Burke,Jeremy Burke,84983 Jack Centers,Benjaminton,TN,76272,2001-10-24,2011-01-15,samantha01@example.com,CPL,TDY,2301.41,0.0,0,Normal
EMP12033,483-18-2000,Duane,Guerrero,Duane Guerrero,9501 Morris Light,Port Ronaldside,CA,38883,1981-07-28,1984-01-12,mark68@example.org,1LT,TDY,4094.12,0.0,0,Normal
EMP12034,747-81-8155,Ashley,Blair,Ashley Blair,9469 Green Ports,Sarashire,NM,68619,1983-09-01,1987-05-10,nmorton@example.org,SPC,Active,2262.19,0.0,0,Normal
EMP12035,261-09-5043,April,Johnson,April Johnson,396 Williams Keys,North Danielle,UT,37414,1989-03-18,1996-11-12,william50@example.org,PV1,TDY,1941.52,0.0,0,Normal
EMP12036,344-60-6783,Nathaniel,Gilbert,Nathaniel Gilbert,35577 Debbie Orchard,Lake Steven,VI,70882,1992-02-14,1999-12-25,conleykevin@example.net,SGT,Active,2867.17,0.0,0,Normal
EMP12037,316-91-5153,Alicia,Ray,Alicia Ray,1240 Terrell Road Apt. 996,New Darryl,WY,99006,1990-11-29,2000-07-09,nelsonchristopher@example.org,SGT,TDY,2633.86,0.0,0,Normal
EMP12038,147-99-1610,Trevor,Robinson,Trevor Robinson,15031 Hunter Union Suite 823,Sandrahaven,ME,43405,1994-09-23,2004-05-01,jamiejohnson@example.com,1SG,TDY,4289.49,0.0,0,Normal
EMP12039,198-37-4533,Eric,Williams,Eric Williams,7018 Johnson Trace,Danielleborough,MD,26788,2004-12-26,2008-09-01,kendra14@example.org,PV2,Active,2032.72,0.0,0,Normal
EMP12040,628-44-8857,Adrian,Dean,Adrian Dean,85854 Sherry Unions,Audreyburgh,CA,41313,1980-02-28,1989-07-07,bwilliams@example.com,CPL,TDY,2341.77,211.09,0,Normal
EMP12041,081-97-7630,Anthony,Simmons,Anthony Simmons,997 Edwards Viaduct,Lake Katherine,AS,70425,1972-11-16,1979-02-05,christopherlang@example.net,CW2,TDY,4068.05,0.0,0,Normal
EMP12042,491-60-2799,Eric,Newman,Eric Newman,3329 Durham Lock Apt. 557,Johnsonfort,DE,46565,2001-04-23,2004-05-09,katrina99@example.org,CW5,Active,5312.76,0.0,0,Normal
EMP12043,834-89-9683,Robert,Robles,Robert Robles,148 Morales Loop Apt. 938,South Patrick,MA,27795,2004-01-04,2009-11-02,bmueller@example.net,SSG,Active,3299.99,0.0,0,Normal
EMP12044,112-88-9772,Cynthia,Bates,Cynthia Bates,971 Nguyen Court,Thompsonfurt,CA,78916,1992-09-23,1995-11-11,pmurphy@example.net,2LT,Active,3953.47,84.9,0,Normal
EMP12045,736-45-1463,Robert,Clay,Robert Clay,27846 Gonzalez Springs,Kevinport,PW,57481,1973-08-17,1982-07-22,carrwilliam@example.org,SSG,TDY,2964.9,0.0,0,Normal
EMP12046,729-49-6653,Steven,Faulkner,Steven Faulkner,851 Glenn Freeway,Parkfurt,SC,42198,1989-06-17,1993-04-25,ngraham@example.net,PV2,Leave,1972.86,0.0,0,Normal
EMP12047,808-90-9903,Cole,Cruz,Cole Cruz,2422 Charles Brook Apt. 762,East Dawnchester,VI,60273,1981-03-30,1990-02-01,dhanson@example.net,WO1,Active,3613.52,0.0,0,Normal
EMP12048,039-73-7918,Joanna,Kelly,Joanna Kelly,9097 Jennifer Grove,Houseshire,MN,04886,1998-04-21,2003-10-09,daniel71@example.org,SSG,Leave,3171.32,0.0,0,Normal
EMP12049,055-44-8766,Dr.,Peggy Marshall,Dr. Peggy Marshall,913 Mccoy Shore,Lake Cynthiashire,ME,80853,2005-04-06,2012-06-09,harrisonwilliam@example.com,WO1,Active,3501.16,0.0,0,Normal
EMP12050,872-36-4130,Tyler,Yates,Tyler Yates,09494 Crystal Prairie Apt. 904,West Toddberg,NY,10575,1992-01-01,1996-03-27,christinahill@example.com,CPL,TDY,2328.24,0.0,0,Normal
EMP12051,352-11-2377,Lindsey,Kent,Lindsey Kent,752 Patton Freeway,Whitehaven,VI,04838,1970-05-30,1973-07-23,marymullins@example.com,SPC,Leave,2116.78,0.0,0,Normal
EMP12052,546-30-6223,Jeremiah,Walsh,Jeremiah Walsh,504 Brian Mountain,Alvarezfort,WA,99123,1995-07-08,2003-04-09,jwells@example.net,SSG,Leave,3278.57,0.0,0,Normal
EMP12053,768-31-9646,Timothy,Cole,Timothy Cole,018 Blanchard Meadows Suite 544,West Destinyfurt,NH,89012,1999-01-10,2004-12-10,aprilbyrd@example.org,SPC,Leave,2179.29,0.0,0,Normal
EMP12054,059-77-3553,Megan,Decker,Megan Decker,1817 Robinson Haven,Jamestown,RI,12551,1990-10-05,1993-09-03,ericksondavid@example.net,SFC,Active,3459.34,237.57,0,Normal
EMP12055,800-10-4544,Phillip,Wong,Phillip Wong,24471 Livingston Harbor,Schwartzmouth,KS,21730,1978-04-13,1981-12-01,reyesmarvin@example.org,PV1,Active,1983.48,0.0,0,Normal
EMP12056,746-33-7306,Deborah,Alexander,Deborah Alexander,96271 Amber Meadows Apt. 917,Dakotaland,CA,75388,1987-01-06,1996-12-03,mosleyeduardo@example.net,CW3,Active,4302.63,139.94,0,Normal
EMP12057,549-46-5464,Mary,Adams,Mary Adams,9087 Graham Vista Apt. 830,Finleyfort,DE,74850,1969-07-02,1973-12-01,richard15@example.net,MSG,Active,4043.55,0.0,0,Normal
EMP12058,144-05-3164,Joe,Miranda,Joe Miranda,80634 Mosley Roads,Tommouth,WA,25334,1992-08-01,1997-03-31,cortezbrittany@example.com,PV2,TDY,1947.69,0.0,0,Normal
EMP12059,670-03-7721,Joshua,Parker,Joshua Parker,05050 Wilson Valley Suite 829,North Benjamin,FL,64581,1995-11-24,2003-01-08,sanchezdeborah@example.org,PV1,TDY,1919.35,170.83,0,Normal
EMP12060,831-95-6587,Summer,Hoover,Summer Hoover,9291 Danny Ranch,North Linda,NE,44717,1981-03-01,1989-08-11,david98@example.org,CSM,Active,4774.76,139.83,0,Normal
EMP12061,137-13-6163,Rebecca,Duran,Rebecca Duran,1142 Jackson Land,South John,OR,05835,1991-04-30,1996-01-09,alexistucker@example.org,SGT,Active,2767.29,0.0,0,Normal
EMP12062,847-39-5700,Brandon,Pearson,Brandon Pearson,7232 Mills Loop Apt. 290,Lake Vincent,CO,82708,1969-12-07,1972-09-09,psmith@example.org,2LT,Active,3914.56,0.0,0,Normal
EMP12063,056-83-5967,Dr.,Lisa Huffman,Dr. Lisa Huffman,3403 Laura Spur,Jimenezburgh,TN,06152,1977-06-09,1983-10-25,jason45@example.net,PV2,Active,1977.38,0.0,0,Normal
EMP12064,334-30-1607,Patrick,Buckley,Patrick Buckley,07811 Jennifer Ramp,Robertmouth,IN,14936,2000-04-12,2006-04-13,joankane@example.com,PFC,TDY,2146.59,0.0,0,Normal
EMP12065,140-15-7628,Kevin,Brown,Kevin Brown,39726 Taylor Stravenue Apt. 543,Davidshire,AR,37280,1984-06-16,1990-03-08,wbarnes@example.com,PV1,Active,1909.2,0.0,0,Normal
EMP12066,015-94-7015,Lindsey,Clarke,Lindsey Clarke,831 Vincent Overpass,New Thomas,NH,37092,1984-05-27,1994-01-29,johnhamilton@example.org,CW4,Leave,4927.59,0.0,0,Normal
EMP12067,013-89-6663,Stephanie,Butler,Stephanie Butler,78068 Mendoza Union,South Tylerland,OH,99208,1979-07-31,1981-12-28,davidphillips@example.net,SPC,Active,2258.22,0.0,0,Normal
EMP12068,341-68-0536,Michael,Martin,Michael Martin,907 Ingram Well Suite 257,Port Courtneyfurt,MH,91039,1975-08-14,1981-02-03,ronald49@example.net,WO1,Active,3489.36,385.23,0,Normal
EMP12069,575-91-3355,Angela,Gilmore,Angela Gilmore,501 Diaz River,West Michaelside,VT,09283,1983-07-16,1988-09-28,tinaallen@example.org,PV2,Active,1966.38,0.0,0,Normal
EMP12070,498-65-8630,Nicole,Pitts,Nicole Pitts,355 Gordon Manors,Brianstad,MI,59799,2002-01-02,2008-11-25,harrisonamanda@example.net,CW3,Leave,4469.52,0.0,0,Normal
EMP12071,896-27-8531,Jacob,Nunez,Jacob Nunez,71162 Mullen Club,East Joshuaberg,NM,20227,1989-05-01,1995-06-13,cartertara@example.net,MSG,TDY,4090.83,198.65,0,Normal
EMP12072,456-59-4983,Jason,Rojas,Jason Rojas,3103 Jenkins Junctions,Toddhaven,MP,72389,1978-06-05,1982-06-13,rachelparker@example.com,1SG,Active,4041.04,0.0,0,Normal
EMP12073,189-27-9216,Dr.,Randy Williams,Dr. Randy Williams,7292 White Extensions Apt. 231,West Autumnmouth,KS,48954,1984-11-15,1990-04-23,wadetiffany@example.org,CW2,Active,4075.91,0.0,0,Normal
EMP12074,773-74-2410,William,Ferguson,William Ferguson,67275 Adam Streets,Deborahport,NJ,38489,1994-10-26,2000-10-08,hmorgan@example.net,MSG,Active,4192.01,0.0,0,Normal
EMP12075,694-86-1432,Brenda,Pierce,Brenda Pierce,69375 Mark Rest Apt. 983,Jamesland,ND,58888,2002-01-14,2011-07-25,ulee@example.net,CSM,Active,5080.66,0.0,0,Normal
EMP12076,090-28-7279,Susan,Ward,Susan Ward,656 Smith Key,Kylemouth,VI,74036,2004-04-02,2007-11-07,slara@example.org,PV2,Active,1913.45,0.0,0,Normal
EMP12077,425-23-9107,Jennifer,Houston,Jennifer Houston,34785 Sarah Ramp,Davischester,SC,36326,1998-04-14,2004-05-05,wpage@example.org,PV2,Active,1930.69,0.0,0,Normal
EMP12078,682-37-6835,James,Spencer,James Spencer,9478 Walker Turnpike,East Josefort,DE,86197,1983-01-01,1989-03-03,traviswatts@example.org,PFC,Active,2027.54,0.0,0,Normal
EMP12079,751-74-0288,Donald,Gamble,Donald Gamble,597 Oneill Road,Mccannville,MN,67678,1971-05-18,1980-08-28,francisco02@example.com,SPC,TDY,2105.18,0.0,0,Normal
EMP12080,820-39-4448,Brandy,Martin,Brandy Martin,6504 Moreno Club Apt. 219,New Marcus,MD,90281,2000-10-25,2007-02-26,cody95@example.org,SPC,Active,2254.99,0.0,0,Normal
EMP12081,320-89-5941,Douglas,Maxwell,Douglas Maxwell,2132 Marie Underpass Apt. 671,Port Davidtown,NJ,46141,1970-04-27,1979-03-07,lisapreston@example.net,CSM,Active,4720.11,0.0,0,Normal
EMP12082,708-98-1831,Gloria,Mckinney,Gloria Mckinney,132 Hailey Inlet,East David,CO,56181,2005-01-15,2012-02-09,smithtodd@example.com,SFC,Active,3705.26,0.0,0,Normal
EMP12083,190-86-5760,Andrew,Keller,Andrew Keller,1401 Contreras Throughway,Port Davidborough,OR,26718,1972-05-02,1981-10-27,davismeghan@example.com,PFC,Active,2108.43,0.0,0,Normal
EMP12084,005-93-1617,Scott,Norman,Scott Norman,911 Allison Stravenue,West George,WV,70903,1993-02-10,2003-02-03,samanthayork@example.com,SGT,Active,2589.7,0.0,0,Normal
EMP12085,508-98-5919,Cathy,Nunez,Cathy Nunez,56638 Rick Trace,Davidville,NC,18315,1994-05-19,1999-01-12,angela01@example.com,PV1,TDY,1910.8,0.0,0,Normal
EMP12086,406-57-8564,Drew,Burke,Drew Burke,738 Roberts Walk Suite 317,Harryfort,TX,14286,2003-01-15,2006-06-29,wilsonralph@example.net,PV1,Leave,1879.63,0.0,0,Normal
EMP12087,683-78-6627,Stephanie,Jackson,Stephanie Jackson,53961 Mary Stream Suite 499,Katelynfurt,MI,62868,1976-05-13,1984-04-04,jdixon@example.com,CW2,Active,3829.5,0.0,0,Normal
EMP12088,677-97-8519,John,Hall,John Hall,10170 Patrick Springs,Ericville,WV,10530,1976-10-17,1983-11-03,msparks@example.com,CW5,TDY,5389.83,0.0,0,Normal
EMP12089,169-63-7057,Dennis,Cooper PhD,Dennis Cooper PhD,61675 Ramos Camp,East Angelaport,FM,93045,2003-04-29,2012-06-30,larryprice@example.org,PFC,Active,2100.57,0.0,0,Normal
EMP12090,858-47-5716,Melissa,Armstrong,Melissa Armstrong,280 Baker Ramp Suite 954,Bryanshire,AZ,17304,2002-10-28,2010-08-19,hubbardcolleen@example.com,CPL,Active,2232.39,0.0,0,Normal
EMP12091,552-42-0613,William,Jenkins,William Jenkins,333 Watkins Spurs,Port Kevinmouth,GA,03084,1976-01-25,1981-12-11,bbarrett@example.net,1SG,TDY,4100.24,0.0,0,Normal
EMP12092,348-22-4908,Deborah,Dominguez,Deborah Dominguez,6965 Lindsey Courts,West Tyler,AS,87976,2004-06-21,2009-07-19,tara37@example.net,CPL,Active,2306.7,0.0,0,Normal
EMP12093,487-55-3437,Kimberly,Mitchell,Kimberly Mitchell,9639 Jennifer Prairie,New Matthewland,OK,70108,1974-07-27,1983-03-16,laura48@example.com,PFC,Active,2124.9,0.0,0,Normal
EMP12094,874-99-7107,Emily,Perry,Emily Perry,878 Nicole Road Apt. 973,Adamsside,AS,81034,1998-11-26,2007-03-22,boydmichael@example.org,PV1,TDY,1809.09,0.0,0,Normal
EMP12095,252-40-7605,Michael,Evans,Michael Evans,5136 Colon Rue Apt. 493,Allenberg,ID,04132,1985-10-19,1990-10-07,bcastro@example.com,1SG,TDY,4247.24,94.23,0,Normal
EMP12096,863-18-3868,Dominic,Johnson,Dominic Johnson,820 Casey Centers Apt. 594,South Pennyland,MO,95427,1971-12-17,1977-03-16,duncanvincent@example.org,SFC,Active,3702.34,0.0,0,Normal
EMP12097,419-33-9659,Lauren,Hampton,Lauren Hampton,1391 Murphy Prairie Suite 363,North Gregory,KY,58103,2004-12-17,2012-01-17,henrynicholas@example.org,SGT,Leave,2563.23,0.0,0,Normal
EMP12098,125-69-3873,Karen,Sanchez,Karen Sanchez,57540 Mckenzie Shore Apt. 348,Parkerstad,MH,90317,1990-12-24,1995-04-07,zprice@example.com,1SG,Active,4125.03,0.0,0,Normal
EMP12099,898-13-2628,Rodney,Young,Rodney Young,75604 Madeline Overpass,Mclaughlinmouth,VT,55861,1989-12-01,1996-05-21,william56@example.net,SGT,Leave,2724.66,0.0,0,Normal
EMP12100,256-67-2132,Jody,Johnson,Jody Johnson,272 Richard Road,Leeland,DE,21187,2006-09-18,2010-01-31,usparks@example.com,SFC,Leave,3370.44,282.25,0,Normal
EMP12101,719-22-0816,Brandi,Thompson,Brandi Thompson,3165 Phillip Lane Apt. 008,North Terri,ID,34813,2001-12-29,2010-11-22,mwilliamson@example.com,SFC,Active,3706.74,0.0,0,Normal
EMP12102,442-27-9832,Jacob,Valentine,Jacob Valentine,86771 Jennifer Field,Keithfort,MS,17566,1979-08-07,1983-09-22,wandacampbell@example.net,SFC,Leave,3533.41,0.0,0,Normal
EMP12103,704-28-6284,Jason,Thomas,Jason Thomas,3973 Aguilar Rue Suite 107,Port Marcus,UT,52609,1982-04-30,1984-08-01,qfitzgerald@example.org,SPC,TDY,2191.45,0.0,0,Normal
EMP12104,348-60-2162,Amy,Galvan,Amy Galvan,9900 Wagner Light Suite 652,New Harryburgh,NY,65098,1975-12-05,1981-11-18,stewartalyssa@example.org,PV1,Leave,1898.98,0.0,0,Normal
EMP12105,570-85-7209,Andrew,Anderson,Andrew Anderson,564 Austin Trace Suite 856,West Jillian,NM,20327,1987-03-01,1992-05-13,lopezbrian@example.org,PV1,Active,1886.19,0.0,0,Normal
EMP12106,185-22-8336,Christopher,Mcdonald,Christopher Mcdonald,0758 Ellis Creek,North Michael,IL,37740,1971-11-19,1978-05-27,anna93@example.net,PV2,Active,1910.23,0.0,0,Normal
EMP12107,851-91-7862,Laura,Butler,Laura Butler,71504 Phillip Ramp,Port Marcustown,CO,60824,1969-09-21,1977-12-04,rfuller@example.net,PV2,Active,2000.85,0.0,0,Normal
EMP12108,092-03-3412,Andrew,Dean,Andrew Dean,9230 Morris Centers Apt. 896,South Jonathanbury,WI,52787,1969-11-02,1978-10-28,paulpowell@example.net,PFC,Active,2078.78,0.0,0,Normal
EMP12109,433-48-3054,John,Reynolds,John Reynolds,925 Marilyn Passage Apt. 776,Adamschester,CO,99655,1979-12-07,1988-03-08,fmccoy@example.org,CPL,Active,2320.49,0.0,0,Normal
EMP12110,862-32-8571,John,Walker,John Walker,8814 Kim Unions,Evansberg,TX,39876,2004-05-17,2006-11-18,dphillips@example.net,PV2,Leave,1966.61,0.0,0,Normal
EMP12111,305-41-9621,Kayla,Dixon,Kayla Dixon,79454 Kayla Brook Apt. 722,Williamschester,FM,92825,1974-08-26,1978-04-27,ctodd@example.net,CPL,Leave,2386.27,0.0,0,Normal
EMP12112,890-85-9862,Thomas,Patrick,Thomas Patrick,19416 Adam Crescent,East Dianamouth,UT,53597,1987-06-25,1996-05-23,nturner@example.com,1SG,Leave,4202.93,0.0,0,Normal
EMP12113,486-55-0358,Anita,Taylor,Anita Taylor,03037 Debra Mews,North Kevin,NH,19921,1996-04-27,2006-04-07,martinelijah@example.net,SFC,Leave,3484.18,0.0,0,Normal
EMP12114,611-94-9082,Kaitlyn,Heath,Kaitlyn Heath,49605 Curtis Vista,Pettyfort,WA,76347,1999-09-29,2008-04-14,benjamin67@example.net,WO1,TDY,3648.84,0.0,0,Normal
EMP12115,449-30-8318,Antonio,Smith,Antonio Smith,146 Wilson Road Suite 760,West Jessica,NJ,45569,2002-08-23,2009-12-17,brianacohen@example.net,SGM,Active,4747.08,0.0,0,Normal
EMP12116,506-39-3846,Edward,Dawson,Edward Dawson,572 Justin Summit Apt. 722,East Catherine,CT,55024,2001-04-27,2009-11-11,angelakidd@example.com,SGT,Leave,2751.61,0.0,0,Normal
EMP12117,789-72-4383,Christopher,Clayton,Christopher Clayton,56193 Anna Oval,Victoriastad,WI,06618,1987-03-11,1990-11-05,melissarusso@example.net,PV1,Active,1989.64,0.0,0,Normal
EMP12118,892-13-2528,Tammy,Kim,Tammy Kim,19918 William Expressway Apt. 352,Jeanhaven,NM,96518,1976-07-12,1983-06-22,matthew21@example.org,SSG,TDY,3065.18,0.0,0,Normal
EMP12119,424-53-7517,Patricia,Smith,Patricia Smith,4821 Watson Throughway Suite 532,Cobbberg,AS,56707,1999-04-29,2008-03-06,sherry72@example.org,PV2,Active,1927.62,0.0,0,Normal
EMP12120,739-96-5140,Angela,Edwards,Angela Edwards,0602 Tiffany Station,Robertside,VI,40389,2004-08-24,2014-01-26,alan48@example.net,CW5,TDY,5519.63,0.0,0,Normal
EMP12121,534-44-2622,Jill,Harris,Jill Harris,563 Miller Plain Suite 628,Jasonhaven,OH,41428,1979-06-09,1985-04-10,johnsonlaura@example.net,CSM,Active,5063.19,0.0,0,Normal
EMP12122,242-96-9529,Raymond,Barber,Raymond Barber,054 Martinez Throughway,South Kennethtown,NH,44931,1987-01-17,1995-11-19,michaelmitchell@example.net,SSG,Active,3011.6,0.0,0,Normal
EMP12123,080-48-8623,Kelly,Wright,Kelly Wright,935 Garcia Station Suite 611,South Pamelafort,IL,58980,1978-12-20,1984-03-16,hchapman@example.com,SFC,Active,3539.9,0.0,0,Normal
EMP12124,573-48-1946,Mallory,Barajas,Mallory Barajas,622 Todd Mount Apt. 881,South Thomas,WA,21058,1987-05-22,1992-08-11,xrodriguez@example.net,SSG,Active,3227.35,0.0,0,Normal
EMP12125,561-45-1107,Christian,Watson,Christian Watson,4702 Kristen Manor Apt. 443,Port Jodi,AL,16534,1989-02-23,1994-05-27,butlerashley@example.net,PFC,Active,2015.81,0.0,0,Normal
EMP12126,047-86-7260,Rachael,Alvarez,Rachael Alvarez,87772 Davis Road,Hughesfurt,MA,71410,2000-03-23,2007-08-06,debbie20@example.net,SPC,Active,2154.23,0.0,0,Normal
EMP12127,282-27-4019,Becky,Hansen,Becky Hansen,890 Karen Parkway,North Dominiqueside,HI,02987,1990-06-17,1993-12-30,imiller@example.net,SPC,Active,2110.15,0.0,0,Normal
EMP12128,262-99-1469,Andrew,Atkins,Andrew Atkins,6260 Reyes Course,North Amberport,FL,24443,1991-04-01,2000-05-26,kristopherrussell@example.org,PV1,Active,1882.66,0.0,0,Normal
EMP12129,246-97-9782,Erika,Johnson,Erika Johnson,6152 Orozco Green,Davidville,AR,27050,1973-06-14,1983-02-02,trevorgoodwin@example.com,PV1,Leave,1995.58,0.0,0,Normal
EMP12130,417-58-1375,Fernando,Tran,Fernando Tran,0630 Spencer Radial,East Kathrynberg,ME,74982,1977-04-10,1984-08-16,kristathomas@example.net,CPL,Active,2257.08,77.92,0,Normal
EMP12131,289-06-2645,Kimberly,Henderson,Kimberly Henderson,07942 Brian Orchard Suite 946,Meganborough,OR,67390,1980-11-20,1990-03-14,turnerrandall@example.org,MSG,Active,4089.25,0.0,0,Normal
